ip_address,lat,lon,timestamp,poi_type_query,cell_id,day,time,daytime
0.98.248.97,46.54673993140806,6.57737743004016,371.2070566279375,restaurant,63,16,11,2.Morning
0.98.248.97,46.510699517190126,6.6288432152377466,378.6542587942664,cafeteria,18,16,18,4.Evening
0.98.248.97,46.510699517190126,6.6288432152377466,378.6542587942664,supermarket,18,16,18,4.Evening
0.98.248.97,46.54673993140806,6.57737743004016,395.9804429143161,cafeteria,63,17,11,2.Morning
0.98.248.97,46.54673993140806,6.57737743004016,395.9804429143161,restaurant,63,17,11,2.Morning
0.98.248.97,46.510699517190126,6.6288432152377466,404.5472158288656,cafeteria,18,17,20,5.Night
0.98.248.97,46.510699517190126,6.6288432152377466,404.5472158288656,supermarket,18,17,20,5.Night
0.98.248.97,46.54673993140806,6.57737743004016,420.6220294511966,cafeteria,63,18,12,3.Afternoon
0.98.248.97,46.54673993140806,6.57737743004016,420.6220294511966,restaurant,63,18,12,3.Afternoon
0.98.248.97,46.510699517190126,6.6288432152377466,427.2624178566288,supermarket,18,18,19,4.Evening
0.98.248.97,46.510699517190126,6.6288432152377466,427.2624178566288,dojo,18,18,19,4.Evening
0.98.248.97,46.54673993140806,6.57737743004016,445.10087404791807,cafeteria,63,19,13,3.Afternoon
0.98.248.97,46.54673993140806,6.57737743004016,445.10087404791807,restaurant,63,19,13,3.Afternoon
0.98.248.97,46.510699517190126,6.6288432152377466,449.18723869782406,dojo,18,19,17,4.Evening
0.98.248.97,46.510699517190126,6.6288432152377466,449.18723869782406,cafeteria,18,19,17,4.Evening
0.98.248.97,46.510699517190126,6.6288432152377466,464.2575582300888,dojo,18,20,8,1.Early
0.98.248.97,46.54478584167687,6.550836843691032,464.2575582300888,supermarket,61,20,8,1.Early
0.98.248.97,46.54535981525563,6.559571804729551,464.2575582300888,cafeteria,61,20,8,1.Early
0.98.248.97,46.54749106651446,6.554416855593343,464.2575582300888,restaurant,61,20,8,1.Early
10.229.150.53,46.54637740125457,6.575353054770723,12.344009678311666,cafeteria,63,1,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,12.344009678311666,restaurant,63,1,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,16.674289513960765,supermarket,85,1,16,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,16.674289513960765,dojo,85,1,16,3.Afternoon
10.229.150.53,46.56252868802353,6.596979919954148,20.61593986469805,dojo,85,1,20,5.Night
10.229.150.53,46.56252868802353,6.596979919954148,20.61593986469805,club,85,1,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,37.59738542355238,cafeteria,63,2,13,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,37.59738542355238,restaurant,63,2,13,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,40.14287873143967,club,85,2,16,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,40.14287873143967,dojo,85,2,16,3.Afternoon
10.229.150.53,46.56252868802353,6.596979919954148,43.35396990266925,gym,85,2,19,4.Evening
10.229.150.53,46.56252868802353,6.596979919954148,43.35396990266925,dojo,85,2,19,4.Evening
10.229.150.53,46.54637740125457,6.575353054770723,60.38787262912548,cafeteria,63,3,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,60.38787262912548,restaurant,63,3,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,66.10981663366255,club,85,3,18,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,66.10981663366255,dojo,85,3,18,4.Evening
10.229.150.53,46.556516722962456,6.593581353284495,68.33292169933011,dojo,85,3,20,5.Night
10.229.150.53,46.556516722962456,6.593581353284495,68.33292169933011,supermarket,85,3,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,86.04120282992642,cafeteria,63,4,14,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,86.04120282992642,restaurant,63,4,14,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,89.12049320632282,supermarket,85,4,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,89.12049320632282,dojo,85,4,17,4.Evening
10.229.150.53,46.56252868802353,6.596979919954148,92.52493145436895,supermarket,85,4,20,5.Night
10.229.150.53,46.56252868802353,6.596979919954148,92.52493145436895,gym,85,4,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,107.69673215718112,cafeteria,63,5,11,2.Morning
10.229.150.53,46.54637740125457,6.575353054770723,107.69673215718112,restaurant,63,5,11,2.Morning
10.229.150.53,46.558367810027065,6.599673120084034,113.87534820437855,gym,85,5,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,113.87534820437855,club,85,5,17,4.Evening
10.229.150.53,46.55665477953538,6.596498313785977,117.7841453657995,dojo,85,5,21,5.Night
10.229.150.53,46.55665477953538,6.596498313785977,117.7841453657995,gym,85,5,21,5.Night
10.229.150.53,46.558367810027065,6.599673120084034,128.72868884655207,club,85,6,8,1.Early
10.229.150.53,46.55665477953538,6.596498313785977,128.72868884655207,gym,85,6,8,1.Early
10.229.150.53,46.558367810027065,6.599673120084034,152.15201154464805,gym,85,7,8,1.Early
10.229.150.53,46.51171873633322,6.564026531433854,152.15201154464805,supermarket,12,7,8,1.Early
10.229.150.53,46.50776112363315,6.5641071210499575,152.15201154464805,club,12,7,8,1.Early
10.229.150.53,46.51278194920244,6.56250998975277,152.15201154464805,dojo,12,7,8,1.Early
10.229.150.53,46.54637740125457,6.575353054770723,182.18713309111155,cafeteria,63,8,14,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,182.18713309111155,restaurant,63,8,14,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,185.2056352544795,supermarket,85,8,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,185.2056352544795,gym,85,8,17,4.Evening
10.229.150.53,46.54637740125457,6.575353054770723,204.11883809250563,cafeteria,63,9,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,204.11883809250563,restaurant,63,9,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,209.32931011519992,gym,85,9,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,209.32931011519992,dojo,85,9,17,4.Evening
10.229.150.53,46.56252868802353,6.596979919954148,213.52942671433183,gym,85,9,21,5.Night
10.229.150.53,46.56252868802353,6.596979919954148,213.52942671433183,club,85,9,21,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,228.45067348813205,cafeteria,63,10,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,228.45067348813205,restaurant,63,10,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,233.8285271137845,dojo,85,10,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,233.8285271137845,club,85,10,17,4.Evening
10.229.150.53,46.55864874843346,6.592768762893283,238.011106582705,gym,85,10,22,5.Night
10.229.150.53,46.55864874843346,6.592768762893283,238.011106582705,supermarket,85,10,22,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,253.00585390224748,cafeteria,63,11,13,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,253.00585390224748,restaurant,63,11,13,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,257.6099401736941,dojo,85,11,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,257.6099401736941,club,85,11,17,4.Evening
10.229.150.53,46.556516722962456,6.593581353284495,261.522258762444,dojo,85,11,21,5.Night
10.229.150.53,46.556516722962456,6.593581353284495,261.522258762444,supermarket,85,11,21,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,276.2904084453352,cafeteria,63,12,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,276.2904084453352,restaurant,63,12,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,281.9321893443621,supermarket,85,12,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,281.9321893443621,gym,85,12,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,297.3464616437559,club,85,13,9,2.Morning
10.229.150.53,46.55665477953538,6.596498313785977,297.3464616437559,dojo,85,13,9,2.Morning
10.229.150.53,46.55864874843346,6.592768762893283,297.3464616437559,gym,85,13,9,2.Morning
10.229.150.53,46.52296360457558,6.601921041997585,297.3464616437559,supermarket,36,13,9,2.Morning
10.229.150.53,46.558367810027065,6.599673120084034,321.3536616728836,dojo,85,14,9,2.Morning
10.229.150.53,46.56252868802353,6.596979919954148,321.3536616728836,club,85,14,9,2.Morning
10.229.150.53,46.55665477953538,6.596498313785977,321.3536616728836,gym,85,14,9,2.Morning
10.229.150.53,46.52957885062927,6.63961529711899,321.3536616728836,supermarket,49,14,9,2.Morning
10.229.150.53,46.54637740125457,6.575353054770723,347.93843820926816,cafeteria,63,15,11,2.Morning
10.229.150.53,46.54637740125457,6.575353054770723,347.93843820926816,restaurant,63,15,11,2.Morning
10.229.150.53,46.558367810027065,6.599673120084034,353.92310896384413,supermarket,85,15,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,353.92310896384413,dojo,85,15,17,4.Evening
10.229.150.53,46.556516722962456,6.593581353284495,356.61091043649776,club,85,15,20,5.Night
10.229.150.53,46.556516722962456,6.593581353284495,356.61091043649776,supermarket,85,15,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,372.59814253387,cafeteria,63,16,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,372.59814253387,restaurant,63,16,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,377.28471407915526,dojo,85,16,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,377.28471407915526,supermarket,85,16,17,4.Evening
10.229.150.53,46.56252868802353,6.596979919954148,380.76940325652,supermarket,85,16,20,5.Night
10.229.150.53,46.56252868802353,6.596979919954148,380.76940325652,gym,85,16,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,395.7327446680834,cafeteria,63,17,11,2.Morning
10.229.150.53,46.54637740125457,6.575353054770723,395.7327446680834,restaurant,63,17,11,2.Morning
10.229.150.53,46.558367810027065,6.599673120084034,401.6207816833893,gym,85,17,17,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,401.6207816833893,club,85,17,17,4.Evening
10.229.150.53,46.55665477953538,6.596498313785977,401.1574708359464,supermarket,85,17,17,4.Evening
10.229.150.53,46.55665477953538,6.596498313785977,401.1574708359464,dojo,85,17,17,4.Evening
10.229.150.53,46.54637740125457,6.575353054770723,421.59219712643113,cafeteria,63,18,13,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,421.59219712643113,restaurant,63,18,13,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,426.2214020637335,club,85,18,18,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,426.2214020637335,dojo,85,18,18,4.Evening
10.229.150.53,46.55665477953538,6.596498313785977,428.7270182888951,club,85,18,20,5.Night
10.229.150.53,46.55665477953538,6.596498313785977,428.7270182888951,dojo,85,18,20,5.Night
10.229.150.53,46.54637740125457,6.575353054770723,444.2240422595236,cafeteria,63,19,12,3.Afternoon
10.229.150.53,46.54637740125457,6.575353054770723,444.2240422595236,restaurant,63,19,12,3.Afternoon
10.229.150.53,46.558367810027065,6.599673120084034,451.1278035927959,gym,85,19,19,4.Evening
10.229.150.53,46.558367810027065,6.599673120084034,451.1278035927959,club,85,19,19,4.Evening
10.229.150.53,46.55665477953538,6.596498313785977,452.05349200950224,club,85,19,20,5.Night
10.229.150.53,46.55665477953538,6.596498313785977,452.05349200950224,supermarket,85,19,20,5.Night
10.229.150.53,46.558367810027065,6.599673120084034,465.31465158433286,supermarket,85,20,9,2.Morning
10.229.150.53,46.53442503956229,6.569146496746472,465.31465158433286,dojo,42,20,9,2.Morning
100.255.65.73,46.52779159387114,6.59757122821799,13.001063193763576,cafeteria,35,1,13,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,13.001063193763576,restaurant,35,1,13,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,18.50450509713295,dojo,76,1,18,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,18.50450509713295,club,76,1,18,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,20.15050489430449,restaurant,76,1,20,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,20.15050489430449,dojo,76,1,20,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,39.05701290880515,cafeteria,35,2,15,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,39.05701290880515,restaurant,35,2,15,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,40.94347463033039,cafeteria,76,2,16,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,40.94347463033039,restaurant,76,2,16,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,63.512184885992085,cafeteria,35,3,15,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,63.512184885992085,restaurant,35,3,15,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,65.53508594608564,club,76,3,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,65.53508594608564,dojo,76,3,17,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,68.93235429323632,cafeteria,76,3,20,5.Night
100.255.65.73,46.54932574391166,6.609644632126942,68.93235429323632,club,76,3,20,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,84.43802092213889,cafeteria,35,4,12,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,84.43802092213889,restaurant,35,4,12,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,91.00431626475329,club,76,4,19,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,91.00431626475329,cafeteria,76,4,19,4.Evening
100.255.65.73,46.52779159387114,6.59757122821799,110.08006868248212,cafeteria,35,5,14,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,110.08006868248212,restaurant,35,5,14,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,113.2327728332895,dojo,76,5,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,113.2327728332895,cafeteria,76,5,17,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,116.69447756026436,dojo,76,5,20,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,116.69447756026436,club,76,5,20,5.Night
100.255.65.73,46.55560681155299,6.605922310098472,128.02485844514504,cafeteria,76,6,8,1.Early
100.255.65.73,46.54665796119017,6.631208774280346,128.02485844514504,club,69,6,8,1.Early
100.255.65.73,46.55560681155299,6.605922310098472,153.0851347177114,dojo,76,7,9,2.Morning
100.255.65.73,46.54988036021286,6.609448555546026,153.0851347177114,cafeteria,76,7,9,2.Morning
100.255.65.73,46.54770439347994,6.570948869476082,153.0851347177114,club,63,7,9,2.Morning
100.255.65.73,46.531683998896455,6.608425289911538,153.0851347177114,restaurant,46,7,9,2.Morning
100.255.65.73,46.52779159387114,6.59757122821799,180.20348732812008,cafeteria,35,8,12,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,180.20348732812008,restaurant,35,8,12,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,183.15555662677468,dojo,76,8,15,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,183.15555662677468,club,76,8,15,3.Afternoon
100.255.65.73,46.54988036021286,6.609448555546026,188.13373325793967,cafeteria,76,8,20,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,188.13373325793967,dojo,76,8,20,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,204.68189294467345,cafeteria,35,9,12,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,204.68189294467345,restaurant,35,9,12,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,211.1774848145907,dojo,76,9,19,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,211.1774848145907,cafeteria,76,9,19,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,212.1431044350365,restaurant,76,9,20,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,212.1431044350365,cafeteria,76,9,20,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,226.70512496028377,cafeteria,35,10,10,2.Morning
100.255.65.73,46.52779159387114,6.59757122821799,226.70512496028377,restaurant,35,10,10,2.Morning
100.255.65.73,46.55560681155299,6.605922310098472,233.6820772250232,restaurant,76,10,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,233.6820772250232,dojo,76,10,17,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,235.6669586541013,club,76,10,19,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,235.6669586541013,dojo,76,10,19,4.Evening
100.255.65.73,46.52779159387114,6.59757122821799,252.84894045160544,cafeteria,35,11,12,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,252.84894045160544,restaurant,35,11,12,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,258.2213144982932,club,76,11,18,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,258.2213144982932,dojo,76,11,18,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,261.5207358176353,club,76,11,21,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,261.5207358176353,dojo,76,11,21,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,278.4679964408868,cafeteria,35,12,14,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,278.4679964408868,restaurant,35,12,14,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,280.2257896368559,club,76,12,16,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,280.2257896368559,restaurant,76,12,16,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,296.59974757824494,club,76,13,8,1.Early
100.255.65.73,46.54740162320577,6.561575518181828,296.59974757824494,cafeteria,62,13,8,1.Early
100.255.65.73,46.54437498880877,6.5670952673982255,296.59974757824494,restaurant,62,13,8,1.Early
100.255.65.73,46.513245569065845,6.61495877973916,296.59974757824494,dojo,17,13,8,1.Early
100.255.65.73,46.55560681155299,6.605922310098472,320.1239399066428,dojo,76,14,8,1.Early
100.255.65.73,46.54988036021286,6.609448555546026,320.1239399066428,restaurant,76,14,8,1.Early
100.255.65.73,46.52779159387114,6.59757122821799,349.2025043004014,cafeteria,35,15,13,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,349.2025043004014,restaurant,35,15,13,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,353.17149976138234,dojo,76,15,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,353.17149976138234,restaurant,76,15,17,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,356.630135372765,club,76,15,20,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,356.630135372765,cafeteria,76,15,20,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,373.5337405993872,cafeteria,35,16,13,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,373.5337405993872,restaurant,35,16,13,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,377.2480598897957,cafeteria,76,16,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,377.2480598897957,dojo,76,16,17,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,379.80932808217824,cafeteria,76,16,19,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,379.80932808217824,restaurant,76,16,19,4.Evening
100.255.65.73,46.52779159387114,6.59757122821799,395.32091805229953,cafeteria,35,17,11,2.Morning
100.255.65.73,46.52779159387114,6.59757122821799,395.32091805229953,restaurant,35,17,11,2.Morning
100.255.65.73,46.55560681155299,6.605922310098472,402.1511551882644,restaurant,76,17,18,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,402.1511551882644,club,76,17,18,4.Evening
100.255.65.73,46.52779159387114,6.59757122821799,423.1811288059812,cafeteria,35,18,15,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,423.1811288059812,restaurant,35,18,15,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,425.6426649429763,dojo,76,18,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,425.6426649429763,club,76,18,17,4.Evening
100.255.65.73,46.54988036021286,6.609448555546026,430.23769346599806,club,76,18,22,5.Night
100.255.65.73,46.54988036021286,6.609448555546026,430.23769346599806,cafeteria,76,18,22,5.Night
100.255.65.73,46.52779159387114,6.59757122821799,444.87592845416566,cafeteria,35,19,12,3.Afternoon
100.255.65.73,46.52779159387114,6.59757122821799,444.87592845416566,restaurant,35,19,12,3.Afternoon
100.255.65.73,46.55560681155299,6.605922310098472,449.4503824263009,cafeteria,76,19,17,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,449.4503824263009,dojo,76,19,17,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,451.01118817999225,dojo,76,19,19,4.Evening
100.255.65.73,46.54932574391166,6.609644632126942,451.01118817999225,club,76,19,19,4.Evening
100.255.65.73,46.55560681155299,6.605922310098472,464.2317242806436,club,76,20,8,1.Early
