,ip_address,lat,lon,timestamp,poi_type_query,cell_id,day,time,daytime
14179,0.98.248.97,46.510699517190126,6.6288432152377466,378.6542587942664,cafeteria,18,16,18,4.Evening
14180,0.98.248.97,46.510699517190126,6.6288432152377466,378.6542587942664,supermarket,18,16,18,4.Evening
14181,0.98.248.97,46.54673993140806,6.57737743004016,395.9804429143161,cafeteria,63,17,11,2.Morning
14182,0.98.248.97,46.54673993140806,6.57737743004016,395.9804429143161,restaurant,63,17,11,2.Morning
14183,0.98.248.97,46.510699517190126,6.6288432152377466,404.5472158288656,cafeteria,18,17,20,5.Night
14184,0.98.248.97,46.510699517190126,6.6288432152377466,404.5472158288656,supermarket,18,17,20,5.Night
14185,0.98.248.97,46.54673993140806,6.57737743004016,420.6220294511966,cafeteria,63,18,12,3.Afternoon
14186,0.98.248.97,46.54673993140806,6.57737743004016,420.6220294511966,restaurant,63,18,12,3.Afternoon
14187,0.98.248.97,46.510699517190126,6.6288432152377466,427.2624178566288,supermarket,18,18,19,4.Evening
14188,0.98.248.97,46.510699517190126,6.6288432152377466,427.2624178566288,dojo,18,18,19,4.Evening
14189,0.98.248.97,46.54673993140806,6.57737743004016,445.10087404791807,cafeteria,63,19,13,3.Afternoon
14190,0.98.248.97,46.54673993140806,6.57737743004016,445.10087404791807,restaurant,63,19,13,3.Afternoon
14191,0.98.248.97,46.510699517190126,6.6288432152377466,449.18723869782406,dojo,18,19,17,4.Evening
14192,0.98.248.97,46.510699517190126,6.6288432152377466,449.18723869782406,cafeteria,18,19,17,4.Evening
14193,0.98.248.97,46.510699517190126,6.6288432152377466,464.2575582300888,dojo,18,20,8,1.Early
14194,0.98.248.97,46.54478584167687,6.550836843691032,464.2575582300888,supermarket,61,20,8,1.Early
14195,0.98.248.97,46.54535981525563,6.559571804729551,464.2575582300888,cafeteria,61,20,8,1.Early
14196,0.98.248.97,46.54749106651446,6.554416855593343,464.2575582300888,restaurant,61,20,8,1.Early
5715,10.229.150.53,46.54637740125457,6.575353054770723,12.344009678311666,cafeteria,63,1,12,3.Afternoon
5716,10.229.150.53,46.54637740125457,6.575353054770723,12.344009678311666,restaurant,63,1,12,3.Afternoon
5717,10.229.150.53,46.558367810027065,6.599673120084034,16.674289513960765,supermarket,85,1,16,3.Afternoon
5718,10.229.150.53,46.558367810027065,6.599673120084034,16.674289513960765,dojo,85,1,16,3.Afternoon
5719,10.229.150.53,46.56252868802353,6.596979919954148,20.61593986469805,dojo,85,1,20,5.Night
5720,10.229.150.53,46.56252868802353,6.596979919954148,20.61593986469805,club,85,1,20,5.Night
5721,10.229.150.53,46.54637740125457,6.575353054770723,37.59738542355238,cafeteria,63,2,13,3.Afternoon
5722,10.229.150.53,46.54637740125457,6.575353054770723,37.59738542355238,restaurant,63,2,13,3.Afternoon
5723,10.229.150.53,46.558367810027065,6.599673120084034,40.14287873143967,club,85,2,16,3.Afternoon
5724,10.229.150.53,46.558367810027065,6.599673120084034,40.14287873143967,dojo,85,2,16,3.Afternoon
5725,10.229.150.53,46.56252868802353,6.596979919954148,43.35396990266925,gym,85,2,19,4.Evening
5726,10.229.150.53,46.56252868802353,6.596979919954148,43.35396990266925,dojo,85,2,19,4.Evening
5727,10.229.150.53,46.54637740125457,6.575353054770723,60.38787262912548,cafeteria,63,3,12,3.Afternoon
5728,10.229.150.53,46.54637740125457,6.575353054770723,60.38787262912548,restaurant,63,3,12,3.Afternoon
5729,10.229.150.53,46.558367810027065,6.599673120084034,66.10981663366255,club,85,3,18,4.Evening
5730,10.229.150.53,46.558367810027065,6.599673120084034,66.10981663366255,dojo,85,3,18,4.Evening
5731,10.229.150.53,46.556516722962456,6.593581353284495,68.33292169933011,dojo,85,3,20,5.Night
5732,10.229.150.53,46.556516722962456,6.593581353284495,68.33292169933011,supermarket,85,3,20,5.Night
5733,10.229.150.53,46.54637740125457,6.575353054770723,86.04120282992642,cafeteria,63,4,14,3.Afternoon
5734,10.229.150.53,46.54637740125457,6.575353054770723,86.04120282992642,restaurant,63,4,14,3.Afternoon
5735,10.229.150.53,46.558367810027065,6.599673120084034,89.12049320632282,supermarket,85,4,17,4.Evening
5736,10.229.150.53,46.558367810027065,6.599673120084034,89.12049320632282,dojo,85,4,17,4.Evening
5737,10.229.150.53,46.56252868802353,6.596979919954148,92.52493145436895,supermarket,85,4,20,5.Night
5738,10.229.150.53,46.56252868802353,6.596979919954148,92.52493145436895,gym,85,4,20,5.Night
5739,10.229.150.53,46.54637740125457,6.575353054770723,107.69673215718112,cafeteria,63,5,11,2.Morning
5740,10.229.150.53,46.54637740125457,6.575353054770723,107.69673215718112,restaurant,63,5,11,2.Morning
5741,10.229.150.53,46.558367810027065,6.599673120084034,113.87534820437855,gym,85,5,17,4.Evening
5742,10.229.150.53,46.558367810027065,6.599673120084034,113.87534820437855,club,85,5,17,4.Evening
5743,10.229.150.53,46.55665477953538,6.596498313785977,117.7841453657995,dojo,85,5,21,5.Night
5744,10.229.150.53,46.55665477953538,6.596498313785977,117.7841453657995,gym,85,5,21,5.Night
5745,10.229.150.53,46.558367810027065,6.599673120084034,128.72868884655207,club,85,6,8,1.Early
5746,10.229.150.53,46.55665477953538,6.596498313785977,128.72868884655207,gym,85,6,8,1.Early
5747,10.229.150.53,46.558367810027065,6.599673120084034,152.15201154464805,gym,85,7,8,1.Early
5748,10.229.150.53,46.51171873633322,6.564026531433854,152.15201154464805,supermarket,12,7,8,1.Early
5749,10.229.150.53,46.50776112363315,6.5641071210499575,152.15201154464805,club,12,7,8,1.Early
5750,10.229.150.53,46.51278194920244,6.56250998975277,152.15201154464805,dojo,12,7,8,1.Early
5751,10.229.150.53,46.54637740125457,6.575353054770723,182.18713309111155,cafeteria,63,8,14,3.Afternoon
5752,10.229.150.53,46.54637740125457,6.575353054770723,182.18713309111155,restaurant,63,8,14,3.Afternoon
5753,10.229.150.53,46.558367810027065,6.599673120084034,185.2056352544795,supermarket,85,8,17,4.Evening
5754,10.229.150.53,46.558367810027065,6.599673120084034,185.2056352544795,gym,85,8,17,4.Evening
5755,10.229.150.53,46.54637740125457,6.575353054770723,204.11883809250563,cafeteria,63,9,12,3.Afternoon
5756,10.229.150.53,46.54637740125457,6.575353054770723,204.11883809250563,restaurant,63,9,12,3.Afternoon
5757,10.229.150.53,46.558367810027065,6.599673120084034,209.32931011519992,gym,85,9,17,4.Evening
5758,10.229.150.53,46.558367810027065,6.599673120084034,209.32931011519992,dojo,85,9,17,4.Evening
5759,10.229.150.53,46.56252868802353,6.596979919954148,213.52942671433183,gym,85,9,21,5.Night
5760,10.229.150.53,46.56252868802353,6.596979919954148,213.52942671433183,club,85,9,21,5.Night
5761,10.229.150.53,46.54637740125457,6.575353054770723,228.45067348813205,cafeteria,63,10,12,3.Afternoon
5762,10.229.150.53,46.54637740125457,6.575353054770723,228.45067348813205,restaurant,63,10,12,3.Afternoon
5763,10.229.150.53,46.558367810027065,6.599673120084034,233.8285271137845,dojo,85,10,17,4.Evening
5764,10.229.150.53,46.558367810027065,6.599673120084034,233.8285271137845,club,85,10,17,4.Evening
5765,10.229.150.53,46.55864874843346,6.592768762893283,238.011106582705,gym,85,10,22,5.Night
5766,10.229.150.53,46.55864874843346,6.592768762893283,238.011106582705,supermarket,85,10,22,5.Night
5767,10.229.150.53,46.54637740125457,6.575353054770723,253.00585390224748,cafeteria,63,11,13,3.Afternoon
5768,10.229.150.53,46.54637740125457,6.575353054770723,253.00585390224748,restaurant,63,11,13,3.Afternoon
5769,10.229.150.53,46.558367810027065,6.599673120084034,257.6099401736941,dojo,85,11,17,4.Evening
5770,10.229.150.53,46.558367810027065,6.599673120084034,257.6099401736941,club,85,11,17,4.Evening
5771,10.229.150.53,46.556516722962456,6.593581353284495,261.522258762444,dojo,85,11,21,5.Night
5772,10.229.150.53,46.556516722962456,6.593581353284495,261.522258762444,supermarket,85,11,21,5.Night
5773,10.229.150.53,46.54637740125457,6.575353054770723,276.2904084453352,cafeteria,63,12,12,3.Afternoon
5774,10.229.150.53,46.54637740125457,6.575353054770723,276.2904084453352,restaurant,63,12,12,3.Afternoon
5775,10.229.150.53,46.558367810027065,6.599673120084034,281.9321893443621,supermarket,85,12,17,4.Evening
5776,10.229.150.53,46.558367810027065,6.599673120084034,281.9321893443621,gym,85,12,17,4.Evening
5777,10.229.150.53,46.558367810027065,6.599673120084034,297.3464616437559,club,85,13,9,2.Morning
5778,10.229.150.53,46.55665477953538,6.596498313785977,297.3464616437559,dojo,85,13,9,2.Morning
5779,10.229.150.53,46.55864874843346,6.592768762893283,297.3464616437559,gym,85,13,9,2.Morning
5780,10.229.150.53,46.52296360457558,6.601921041997585,297.3464616437559,supermarket,36,13,9,2.Morning
5781,10.229.150.53,46.558367810027065,6.599673120084034,321.3536616728836,dojo,85,14,9,2.Morning
5782,10.229.150.53,46.56252868802353,6.596979919954148,321.3536616728836,club,85,14,9,2.Morning
5783,10.229.150.53,46.55665477953538,6.596498313785977,321.3536616728836,gym,85,14,9,2.Morning
5784,10.229.150.53,46.52957885062927,6.63961529711899,321.3536616728836,supermarket,49,14,9,2.Morning
5785,10.229.150.53,46.54637740125457,6.575353054770723,347.93843820926816,cafeteria,63,15,11,2.Morning
5786,10.229.150.53,46.54637740125457,6.575353054770723,347.93843820926816,restaurant,63,15,11,2.Morning
5787,10.229.150.53,46.558367810027065,6.599673120084034,353.92310896384413,supermarket,85,15,17,4.Evening
5788,10.229.150.53,46.558367810027065,6.599673120084034,353.92310896384413,dojo,85,15,17,4.Evening
5789,10.229.150.53,46.556516722962456,6.593581353284495,356.61091043649776,club,85,15,20,5.Night
5790,10.229.150.53,46.556516722962456,6.593581353284495,356.61091043649776,supermarket,85,15,20,5.Night
5791,10.229.150.53,46.54637740125457,6.575353054770723,372.59814253387,cafeteria,63,16,12,3.Afternoon
5792,10.229.150.53,46.54637740125457,6.575353054770723,372.59814253387,restaurant,63,16,12,3.Afternoon
5793,10.229.150.53,46.558367810027065,6.599673120084034,377.28471407915526,dojo,85,16,17,4.Evening
5794,10.229.150.53,46.558367810027065,6.599673120084034,377.28471407915526,supermarket,85,16,17,4.Evening
5795,10.229.150.53,46.56252868802353,6.596979919954148,380.76940325652,supermarket,85,16,20,5.Night
5796,10.229.150.53,46.56252868802353,6.596979919954148,380.76940325652,gym,85,16,20,5.Night
5797,10.229.150.53,46.54637740125457,6.575353054770723,395.7327446680834,cafeteria,63,17,11,2.Morning
5798,10.229.150.53,46.54637740125457,6.575353054770723,395.7327446680834,restaurant,63,17,11,2.Morning
5799,10.229.150.53,46.558367810027065,6.599673120084034,401.6207816833893,gym,85,17,17,4.Evening
5800,10.229.150.53,46.558367810027065,6.599673120084034,401.6207816833893,club,85,17,17,4.Evening
5801,10.229.150.53,46.55665477953538,6.596498313785977,401.1574708359464,supermarket,85,17,17,4.Evening
5802,10.229.150.53,46.55665477953538,6.596498313785977,401.1574708359464,dojo,85,17,17,4.Evening
5803,10.229.150.53,46.54637740125457,6.575353054770723,421.59219712643113,cafeteria,63,18,13,3.Afternoon
5804,10.229.150.53,46.54637740125457,6.575353054770723,421.59219712643113,restaurant,63,18,13,3.Afternoon
5805,10.229.150.53,46.558367810027065,6.599673120084034,426.2214020637335,club,85,18,18,4.Evening
5806,10.229.150.53,46.558367810027065,6.599673120084034,426.2214020637335,dojo,85,18,18,4.Evening
5807,10.229.150.53,46.55665477953538,6.596498313785977,428.7270182888951,club,85,18,20,5.Night
5808,10.229.150.53,46.55665477953538,6.596498313785977,428.7270182888951,dojo,85,18,20,5.Night
5809,10.229.150.53,46.54637740125457,6.575353054770723,444.2240422595236,cafeteria,63,19,12,3.Afternoon
5810,10.229.150.53,46.54637740125457,6.575353054770723,444.2240422595236,restaurant,63,19,12,3.Afternoon
5811,10.229.150.53,46.558367810027065,6.599673120084034,451.1278035927959,gym,85,19,19,4.Evening
5812,10.229.150.53,46.558367810027065,6.599673120084034,451.1278035927959,club,85,19,19,4.Evening
5813,10.229.150.53,46.55665477953538,6.596498313785977,452.05349200950224,club,85,19,20,5.Night
5814,10.229.150.53,46.55665477953538,6.596498313785977,452.05349200950224,supermarket,85,19,20,5.Night
5815,10.229.150.53,46.558367810027065,6.599673120084034,465.31465158433286,supermarket,85,20,9,2.Morning
5816,10.229.150.53,46.53442503956229,6.569146496746472,465.31465158433286,dojo,42,20,9,2.Morning
16144,100.255.65.73,46.52779159387114,6.59757122821799,13.001063193763576,cafeteria,35,1,13,3.Afternoon
16145,100.255.65.73,46.52779159387114,6.59757122821799,13.001063193763576,restaurant,35,1,13,3.Afternoon
16146,100.255.65.73,46.55560681155299,6.605922310098472,18.50450509713295,dojo,76,1,18,4.Evening
16147,100.255.65.73,46.55560681155299,6.605922310098472,18.50450509713295,club,76,1,18,4.Evening
16148,100.255.65.73,46.54988036021286,6.609448555546026,20.15050489430449,restaurant,76,1,20,5.Night
16149,100.255.65.73,46.54988036021286,6.609448555546026,20.15050489430449,dojo,76,1,20,5.Night
16150,100.255.65.73,46.52779159387114,6.59757122821799,39.05701290880515,cafeteria,35,2,15,3.Afternoon
16151,100.255.65.73,46.52779159387114,6.59757122821799,39.05701290880515,restaurant,35,2,15,3.Afternoon
16152,100.255.65.73,46.55560681155299,6.605922310098472,40.94347463033039,cafeteria,76,2,16,3.Afternoon
16153,100.255.65.73,46.55560681155299,6.605922310098472,40.94347463033039,restaurant,76,2,16,3.Afternoon
16154,100.255.65.73,46.52779159387114,6.59757122821799,63.512184885992085,cafeteria,35,3,15,3.Afternoon
16155,100.255.65.73,46.52779159387114,6.59757122821799,63.512184885992085,restaurant,35,3,15,3.Afternoon
16156,100.255.65.73,46.55560681155299,6.605922310098472,65.53508594608564,club,76,3,17,4.Evening
16157,100.255.65.73,46.55560681155299,6.605922310098472,65.53508594608564,dojo,76,3,17,4.Evening
16158,100.255.65.73,46.54932574391166,6.609644632126942,68.93235429323632,cafeteria,76,3,20,5.Night
16159,100.255.65.73,46.54932574391166,6.609644632126942,68.93235429323632,club,76,3,20,5.Night
16160,100.255.65.73,46.52779159387114,6.59757122821799,84.43802092213889,cafeteria,35,4,12,3.Afternoon
16161,100.255.65.73,46.52779159387114,6.59757122821799,84.43802092213889,restaurant,35,4,12,3.Afternoon
16162,100.255.65.73,46.55560681155299,6.605922310098472,91.00431626475329,club,76,4,19,4.Evening
16163,100.255.65.73,46.55560681155299,6.605922310098472,91.00431626475329,cafeteria,76,4,19,4.Evening
16164,100.255.65.73,46.52779159387114,6.59757122821799,110.08006868248212,cafeteria,35,5,14,3.Afternoon
16165,100.255.65.73,46.52779159387114,6.59757122821799,110.08006868248212,restaurant,35,5,14,3.Afternoon
16166,100.255.65.73,46.55560681155299,6.605922310098472,113.2327728332895,dojo,76,5,17,4.Evening
16167,100.255.65.73,46.55560681155299,6.605922310098472,113.2327728332895,cafeteria,76,5,17,4.Evening
16168,100.255.65.73,46.54988036021286,6.609448555546026,116.69447756026436,dojo,76,5,20,5.Night
16169,100.255.65.73,46.54988036021286,6.609448555546026,116.69447756026436,club,76,5,20,5.Night
16170,100.255.65.73,46.55560681155299,6.605922310098472,128.02485844514504,cafeteria,76,6,8,1.Early
16171,100.255.65.73,46.54665796119017,6.631208774280346,128.02485844514504,club,69,6,8,1.Early
16172,100.255.65.73,46.55560681155299,6.605922310098472,153.0851347177114,dojo,76,7,9,2.Morning
16173,100.255.65.73,46.54988036021286,6.609448555546026,153.0851347177114,cafeteria,76,7,9,2.Morning
16174,100.255.65.73,46.54770439347994,6.570948869476082,153.0851347177114,club,63,7,9,2.Morning
16175,100.255.65.73,46.531683998896455,6.608425289911538,153.0851347177114,restaurant,46,7,9,2.Morning
16176,100.255.65.73,46.52779159387114,6.59757122821799,180.20348732812008,cafeteria,35,8,12,3.Afternoon
16177,100.255.65.73,46.52779159387114,6.59757122821799,180.20348732812008,restaurant,35,8,12,3.Afternoon
16178,100.255.65.73,46.55560681155299,6.605922310098472,183.15555662677468,dojo,76,8,15,3.Afternoon
16179,100.255.65.73,46.55560681155299,6.605922310098472,183.15555662677468,club,76,8,15,3.Afternoon
16180,100.255.65.73,46.54988036021286,6.609448555546026,188.13373325793967,cafeteria,76,8,20,5.Night
16181,100.255.65.73,46.54988036021286,6.609448555546026,188.13373325793967,dojo,76,8,20,5.Night
16182,100.255.65.73,46.52779159387114,6.59757122821799,204.68189294467345,cafeteria,35,9,12,3.Afternoon
16183,100.255.65.73,46.52779159387114,6.59757122821799,204.68189294467345,restaurant,35,9,12,3.Afternoon
16184,100.255.65.73,46.55560681155299,6.605922310098472,211.1774848145907,dojo,76,9,19,4.Evening
16185,100.255.65.73,46.55560681155299,6.605922310098472,211.1774848145907,cafeteria,76,9,19,4.Evening
16186,100.255.65.73,46.54988036021286,6.609448555546026,212.1431044350365,restaurant,76,9,20,5.Night
16187,100.255.65.73,46.54988036021286,6.609448555546026,212.1431044350365,cafeteria,76,9,20,5.Night
16188,100.255.65.73,46.52779159387114,6.59757122821799,226.70512496028377,cafeteria,35,10,10,2.Morning
16189,100.255.65.73,46.52779159387114,6.59757122821799,226.70512496028377,restaurant,35,10,10,2.Morning
16190,100.255.65.73,46.55560681155299,6.605922310098472,233.6820772250232,restaurant,76,10,17,4.Evening
16191,100.255.65.73,46.55560681155299,6.605922310098472,233.6820772250232,dojo,76,10,17,4.Evening
16192,100.255.65.73,46.54932574391166,6.609644632126942,235.6669586541013,club,76,10,19,4.Evening
16193,100.255.65.73,46.54932574391166,6.609644632126942,235.6669586541013,dojo,76,10,19,4.Evening
16194,100.255.65.73,46.52779159387114,6.59757122821799,252.84894045160544,cafeteria,35,11,12,3.Afternoon
16195,100.255.65.73,46.52779159387114,6.59757122821799,252.84894045160544,restaurant,35,11,12,3.Afternoon
16196,100.255.65.73,46.55560681155299,6.605922310098472,258.2213144982932,club,76,11,18,4.Evening
16197,100.255.65.73,46.55560681155299,6.605922310098472,258.2213144982932,dojo,76,11,18,4.Evening
16198,100.255.65.73,46.54988036021286,6.609448555546026,261.5207358176353,club,76,11,21,5.Night
16199,100.255.65.73,46.54988036021286,6.609448555546026,261.5207358176353,dojo,76,11,21,5.Night
16200,100.255.65.73,46.52779159387114,6.59757122821799,278.4679964408868,cafeteria,35,12,14,3.Afternoon
16201,100.255.65.73,46.52779159387114,6.59757122821799,278.4679964408868,restaurant,35,12,14,3.Afternoon
16202,100.255.65.73,46.55560681155299,6.605922310098472,280.2257896368559,club,76,12,16,3.Afternoon
16203,100.255.65.73,46.55560681155299,6.605922310098472,280.2257896368559,restaurant,76,12,16,3.Afternoon
16204,100.255.65.73,46.55560681155299,6.605922310098472,296.59974757824494,club,76,13,8,1.Early
16205,100.255.65.73,46.54740162320577,6.561575518181828,296.59974757824494,cafeteria,62,13,8,1.Early
16206,100.255.65.73,46.54437498880877,6.5670952673982255,296.59974757824494,restaurant,62,13,8,1.Early
16207,100.255.65.73,46.513245569065845,6.61495877973916,296.59974757824494,dojo,17,13,8,1.Early
16208,100.255.65.73,46.55560681155299,6.605922310098472,320.1239399066428,dojo,76,14,8,1.Early
16209,100.255.65.73,46.54988036021286,6.609448555546026,320.1239399066428,restaurant,76,14,8,1.Early
16210,100.255.65.73,46.52779159387114,6.59757122821799,349.2025043004014,cafeteria,35,15,13,3.Afternoon
16211,100.255.65.73,46.52779159387114,6.59757122821799,349.2025043004014,restaurant,35,15,13,3.Afternoon
16212,100.255.65.73,46.55560681155299,6.605922310098472,353.17149976138234,dojo,76,15,17,4.Evening
16213,100.255.65.73,46.55560681155299,6.605922310098472,353.17149976138234,restaurant,76,15,17,4.Evening
16214,100.255.65.73,46.54988036021286,6.609448555546026,356.630135372765,club,76,15,20,5.Night
16215,100.255.65.73,46.54988036021286,6.609448555546026,356.630135372765,cafeteria,76,15,20,5.Night
16216,100.255.65.73,46.52779159387114,6.59757122821799,373.5337405993872,cafeteria,35,16,13,3.Afternoon
16217,100.255.65.73,46.52779159387114,6.59757122821799,373.5337405993872,restaurant,35,16,13,3.Afternoon
16218,100.255.65.73,46.55560681155299,6.605922310098472,377.2480598897957,cafeteria,76,16,17,4.Evening
16219,100.255.65.73,46.55560681155299,6.605922310098472,377.2480598897957,dojo,76,16,17,4.Evening
16220,100.255.65.73,46.54932574391166,6.609644632126942,379.80932808217824,cafeteria,76,16,19,4.Evening
16221,100.255.65.73,46.54932574391166,6.609644632126942,379.80932808217824,restaurant,76,16,19,4.Evening
