,ip_address,daytime,day,cell_id,count
85,10.229.150.53,4.Evening,17,85,4
86,10.229.150.53,3.Afternoon,18,63,2
87,10.229.150.53,4.Evening,18,85,2
88,10.229.150.53,5.Night,18,85,2
89,10.229.150.53,3.Afternoon,19,63,2
90,10.229.150.53,4.Evening,19,85,2
91,10.229.150.53,5.Night,19,85,2
92,10.229.150.53,2.Morning,20,42,1
93,10.229.150.53,2.Morning,20,85,1
94,100.255.65.73,3.Afternoon,1,35,2
95,100.255.65.73,4.Evening,1,76,2
96,100.255.65.73,5.Night,1,76,2
97,100.255.65.73,3.Afternoon,2,35,2
98,100.255.65.73,3.Afternoon,2,76,2
99,100.255.65.73,3.Afternoon,3,35,2
100,100.255.65.73,4.Evening,3,76,2
101,100.255.65.73,5.Night,3,76,2
102,100.255.65.73,3.Afternoon,4,35,2
103,100.255.65.73,4.Evening,4,76,2
104,100.255.65.73,3.Afternoon,5,35,2
105,100.255.65.73,4.Evening,5,76,2
106,100.255.65.73,5.Night,5,76,2
107,100.255.65.73,1.Early,6,69,1
108,100.255.65.73,1.Early,6,76,1
109,100.255.65.73,2.Morning,7,46,1
110,100.255.65.73,2.Morning,7,63,1
111,100.255.65.73,2.Morning,7,76,2
112,100.255.65.73,3.Afternoon,8,35,2
113,100.255.65.73,3.Afternoon,8,76,2
114,100.255.65.73,5.Night,8,76,2
115,100.255.65.73,3.Afternoon,9,35,2
116,100.255.65.73,4.Evening,9,76,2
117,100.255.65.73,5.Night,9,76,2
118,100.255.65.73,2.Morning,10,35,2
119,100.255.65.73,4.Evening,10,76,4
120,100.255.65.73,3.Afternoon,11,35,2
121,100.255.65.73,4.Evening,11,76,2
122,100.255.65.73,5.Night,11,76,2
123,100.255.65.73,3.Afternoon,12,35,2
124,100.255.65.73,3.Afternoon,12,76,2
125,100.255.65.73,1.Early,13,17,1
126,100.255.65.73,1.Early,13,62,2
127,100.255.65.73,1.Early,13,76,1
128,100.255.65.73,1.Early,14,76,2
129,100.255.65.73,3.Afternoon,15,35,2
130,100.255.65.73,4.Evening,15,76,2
131,100.255.65.73,5.Night,15,76,2
132,100.255.65.73,3.Afternoon,16,35,2
133,100.255.65.73,4.Evening,16,76,4
134,100.255.65.73,2.Morning,17,35,2
135,100.255.65.73,4.Evening,17,76,2
136,100.255.65.73,3.Afternoon,18,35,2
137,100.255.65.73,4.Evening,18,76,2
138,100.255.65.73,5.Night,18,76,2
139,100.255.65.73,3.Afternoon,19,35,2
140,100.255.65.73,4.Evening,19,76,4
141,100.255.65.73,1.Early,20,49,1
142,100.255.65.73,1.Early,20,73,1
143,100.255.65.73,1.Early,20,76,1
144,101.193.212.180,2.Morning,1,63,2
145,101.193.212.180,4.Evening,1,58,2
146,101.193.212.180,5.Night,1,58,2
147,101.193.212.180,2.Morning,2,63,2
148,101.193.212.180,4.Evening,2,58,4
149,101.193.212.180,3.Afternoon,3,63,2
150,101.193.212.180,4.Evening,3,58,2
151,101.193.212.180,5.Night,3,58,2
152,101.193.212.180,2.Morning,4,63,2
153,101.193.212.180,4.Evening,4,58,2
154,101.193.212.180,2.Morning,5,63,2
155,101.193.212.180,5.Night,5,58,4
156,101.193.212.180,1.Early,6,58,1
157,101.193.212.180,1.Early,6,97,1
158,101.193.212.180,2.Morning,7,5,1
159,101.193.212.180,2.Morning,7,58,2
160,101.193.212.180,2.Morning,8,63,2
161,101.193.212.180,4.Evening,8,58,2
162,101.193.212.180,5.Night,8,58,2
163,101.193.212.180,2.Morning,9,63,2
164,101.193.212.180,4.Evening,9,58,2
165,101.193.212.180,5.Night,9,58,2
166,101.193.212.180,2.Morning,10,63,2
167,101.193.212.180,5.Night,10,58,4
168,101.193.212.180,2.Morning,11,63,2
169,101.193.212.180,4.Evening,11,58,2
170,101.193.212.180,5.Night,11,58,2
171,101.193.212.180,2.Morning,12,63,2
172,101.193.212.180,4.Evening,12,58,2
173,101.193.212.180,5.Night,12,58,2
174,101.193.212.180,2.Morning,13,36,1
175,101.193.212.180,2.Morning,13,58,2
176,101.193.212.180,2.Morning,14,58,3
177,101.193.212.180,2.Morning,15,63,2
178,101.193.212.180,4.Evening,15,58,2
179,101.193.212.180,5.Night,15,58,2
180,101.193.212.180,1.Early,16,63,2
181,101.193.212.180,5.Night,16,58,4
182,101.193.212.180,2.Morning,17,63,2
183,101.193.212.180,4.Evening,17,58,2
184,101.193.212.180,5.Night,17,58,2
185,101.193.212.180,2.Morning,18,63,2
186,101.193.212.180,4.Evening,18,58,2
187,101.193.212.180,5.Night,18,58,2
188,101.193.212.180,2.Morning,19,63,2
189,101.193.212.180,4.Evening,19,58,4
190,101.193.212.180,2.Morning,20,58,2
191,101.193.212.180,2.Morning,20,68,1
192,103.107.27.105,3.Afternoon,1,58,2
193,103.107.27.105,3.Afternoon,1,63,2
194,103.107.27.105,4.Evening,1,58,2
195,103.107.27.105,3.Afternoon,2,58,2
196,103.107.27.105,3.Afternoon,2,63,2
197,103.107.27.105,4.Evening,2,58,2
198,103.107.27.105,2.Morning,3,63,2
199,103.107.27.105,3.Afternoon,3,58,2
200,103.107.27.105,4.Evening,3,58,2
201,103.107.27.105,3.Afternoon,4,58,2
202,103.107.27.105,3.Afternoon,4,63,2
203,103.107.27.105,4.Evening,4,58,2
204,103.107.27.105,3.Afternoon,5,58,2
205,103.107.27.105,3.Afternoon,5,63,2
206,103.107.27.105,4.Evening,5,58,2
207,103.107.27.105,1.Early,6,58,4
208,103.107.27.105,2.Morning,7,58,3
209,103.107.27.105,3.Afternoon,8,58,2
210,103.107.27.105,3.Afternoon,8,63,2
211,103.107.27.105,5.Night,8,58,2
212,103.107.27.105,2.Morning,9,63,2
213,103.107.27.105,3.Afternoon,9,58,2
214,103.107.27.105,4.Evening,9,58,2
215,103.107.27.105,2.Morning,10,63,2
216,103.107.27.105,3.Afternoon,10,58,2
217,103.107.27.105,4.Evening,10,58,2
218,103.107.27.105,3.Afternoon,11,63,2
219,103.107.27.105,4.Evening,11,58,4
220,103.107.27.105,3.Afternoon,12,58,2
221,103.107.27.105,3.Afternoon,12,63,2
222,103.107.27.105,5.Night,12,58,2
223,103.107.27.105,1.Early,13,13,1
224,103.107.27.105,1.Early,13,18,2
225,103.107.27.105,1.Early,13,58,1
226,103.107.27.105,1.Early,14,58,2
227,103.107.27.105,1.Early,14,73,1
228,103.107.27.105,1.Early,14,89,1
229,103.107.27.105,3.Afternoon,15,58,2
230,103.107.27.105,3.Afternoon,15,63,2
231,103.107.27.105,4.Evening,15,58,2
232,103.107.27.105,3.Afternoon,16,63,2
233,103.107.27.105,4.Evening,16,58,4
234,103.107.27.105,3.Afternoon,17,58,2
235,103.107.27.105,3.Afternoon,17,63,2
236,103.107.27.105,4.Evening,17,58,2
237,103.107.27.105,2.Morning,18,63,2
238,103.107.27.105,3.Afternoon,18,58,2
239,103.107.27.105,4.Evening,18,58,2
240,103.107.27.105,3.Afternoon,19,58,2
241,103.107.27.105,3.Afternoon,19,63,2
242,103.107.27.105,5.Night,19,58,2
243,103.107.27.105,1.Early,20,58,2
244,103.107.27.105,1.Early,20,66,2
245,103.75.228.13,2.Morning,1,80,2
246,103.75.228.13,4.Evening,1,70,2
247,103.75.228.13,5.Night,1,70,2
248,103.75.228.13,3.Afternoon,2,80,2
249,103.75.228.13,4.Evening,2,70,2
250,103.75.228.13,5.Night,2,70,2
251,103.75.228.13,3.Afternoon,3,80,2
252,103.75.228.13,4.Evening,3,70,2
253,103.75.228.13,5.Night,3,70,2
254,103.75.228.13,2.Morning,4,80,2
255,103.75.228.13,4.Evening,4,70,2
256,103.75.228.13,5.Night,4,70,2
257,103.75.228.13,3.Afternoon,5,80,2
258,103.75.228.13,4.Evening,5,70,2
259,103.75.228.13,5.Night,5,70,2
260,103.75.228.13,1.Early,6,70,2
261,103.75.228.13,1.Early,7,42,1
262,103.75.228.13,1.Early,7,70,1
263,103.75.228.13,3.Afternoon,8,70,2
264,103.75.228.13,3.Afternoon,8,80,2
265,103.75.228.13,5.Night,8,70,2
266,103.75.228.13,3.Afternoon,9,80,2
267,103.75.228.13,4.Evening,9,70,2
268,103.75.228.13,5.Night,9,70,2
269,103.75.228.13,3.Afternoon,10,80,2
270,103.75.228.13,4.Evening,10,70,2
271,103.75.228.13,5.Night,10,70,2
272,103.75.228.13,2.Morning,11,80,2
273,103.75.228.13,4.Evening,11,70,2
274,103.75.228.13,5.Night,11,70,2
275,103.75.228.13,3.Afternoon,12,80,2
276,103.75.228.13,4.Evening,12,70,2
277,103.75.228.13,5.Night,12,70,2
278,103.75.228.13,1.Early,13,70,3
279,103.75.228.13,1.Early,14,70,2
280,103.75.228.13,3.Afternoon,15,80,2
281,103.75.228.13,4.Evening,15,70,2
282,103.75.228.13,5.Night,15,70,2
283,103.75.228.13,3.Afternoon,16,80,2
284,103.75.228.13,4.Evening,16,70,2
285,103.75.228.13,5.Night,16,70,2
286,103.75.228.13,3.Afternoon,17,80,2
287,103.75.228.13,4.Evening,17,70,2
288,103.75.228.13,5.Night,17,70,2
289,103.75.228.13,3.Afternoon,18,80,2
290,103.75.228.13,4.Evening,18,70,4
291,103.75.228.13,2.Morning,19,80,2
292,103.75.228.13,5.Night,19,70,4
293,103.75.228.13,2.Morning,20,70,3
294,104.149.206.168,3.Afternoon,1,45,2
295,104.149.206.168,5.Night,1,47,4
296,104.149.206.168,3.Afternoon,2,45,2
297,104.149.206.168,4.Evening,2,47,2
298,104.149.206.168,5.Night,2,47,2
299,104.149.206.168,2.Morning,3,45,2
300,104.149.206.168,4.Evening,3,47,2
301,104.149.206.168,5.Night,3,47,2
302,104.149.206.168,3.Afternoon,4,45,2
303,104.149.206.168,4.Evening,4,47,2
304,104.149.206.168,5.Night,4,47,2
305,104.149.206.168,2.Morning,5,45,2
306,104.149.206.168,4.Evening,5,47,2
307,104.149.206.168,5.Night,5,47,2
308,104.149.206.168,2.Morning,6,47,3
309,104.149.206.168,1.Early,7,2,3
310,104.149.206.168,1.Early,7,47,1
311,104.149.206.168,2.Morning,8,45,2
312,104.149.206.168,4.Evening,8,47,2
313,104.149.206.168,5.Night,8,47,2
314,104.149.206.168,2.Morning,9,45,2
315,104.149.206.168,4.Evening,9,47,2
316,104.149.206.168,5.Night,9,47,2
317,104.149.206.168,3.Afternoon,10,45,2
318,104.149.206.168,4.Evening,10,47,2
319,104.149.206.168,5.Night,10,47,2
320,104.149.206.168,3.Afternoon,11,45,2
321,104.149.206.168,3.Afternoon,11,47,2
322,104.149.206.168,5.Night,11,47,2
323,104.149.206.168,3.Afternoon,12,45,2
324,104.149.206.168,4.Evening,12,47,2
325,104.149.206.168,5.Night,12,47,2
326,104.149.206.168,1.Early,13,47,1
327,104.149.206.168,1.Early,13,71,2
328,104.149.206.168,2.Morning,14,47,4
329,104.149.206.168,2.Morning,15,45,2
330,104.149.206.168,4.Evening,15,47,2
331,104.149.206.168,5.Night,15,47,2
332,104.149.206.168,2.Morning,16,45,2
333,104.149.206.168,3.Afternoon,16,47,2
334,104.149.206.168,5.Night,16,47,2
335,104.149.206.168,2.Morning,17,45,2
336,104.149.206.168,3.Afternoon,17,47,2
337,104.149.206.168,5.Night,17,47,2
338,104.149.206.168,2.Morning,18,45,2
339,104.149.206.168,4.Evening,18,47,2
340,104.149.206.168,5.Night,18,47,2
341,104.149.206.168,2.Morning,19,45,2
342,104.149.206.168,5.Night,19,47,4
343,104.149.206.168,1.Early,20,47,2
344,105.148.239.144,2.Morning,1,45,2
345,105.148.239.144,4.Evening,1,28,2
346,105.148.239.144,5.Night,1,28,2
347,105.148.239.144,3.Afternoon,2,45,2
348,105.148.239.144,4.Evening,2,28,2
349,105.148.239.144,5.Night,2,28,2
350,105.148.239.144,3.Afternoon,3,45,2
351,105.148.239.144,4.Evening,3,28,2
352,105.148.239.144,5.Night,3,28,2
353,105.148.239.144,2.Morning,4,45,2
354,105.148.239.144,4.Evening,4,28,2
355,105.148.239.144,5.Night,4,28,2
356,105.148.239.144,3.Afternoon,5,45,2
357,105.148.239.144,4.Evening,5,28,2
358,105.148.239.144,5.Night,5,28,2
359,105.148.239.144,1.Early,6,28,2
360,105.148.239.144,1.Early,7,9,1
361,105.148.239.144,1.Early,7,28,1
362,105.148.239.144,2.Morning,8,45,2
363,105.148.239.144,4.Evening,8,28,4
364,105.148.239.144,2.Morning,9,45,2
365,105.148.239.144,3.Afternoon,9,28,2
366,105.148.239.144,5.Night,9,28,2
367,105.148.239.144,2.Morning,10,45,2
368,105.148.239.144,4.Evening,10,28,2
369,105.148.239.144,5.Night,10,28,2
370,105.148.239.144,2.Morning,11,45,2
371,105.148.239.144,4.Evening,11,28,2
372,105.148.239.144,5.Night,11,28,2
373,105.148.239.144,3.Afternoon,12,45,2
374,105.148.239.144,4.Evening,12,28,2
375,105.148.239.144,5.Night,12,28,2
376,105.148.239.144,2.Morning,13,28,2
377,105.148.239.144,2.Morning,14,28,3
378,105.148.239.144,2.Morning,14,37,1
379,105.148.239.144,3.Afternoon,15,45,2
380,105.148.239.144,4.Evening,15,28,2
381,105.148.239.144,5.Night,15,28,2
382,105.148.239.144,3.Afternoon,16,45,2
383,105.148.239.144,4.Evening,16,28,2
384,105.148.239.144,5.Night,16,28,2
385,105.148.239.144,2.Morning,17,45,2
386,105.148.239.144,4.Evening,17,28,2
387,105.148.239.144,5.Night,17,28,2
388,105.148.239.144,2.Morning,18,45,2
389,105.148.239.144,5.Night,18,28,4
390,105.148.239.144,2.Morning,19,45,2
391,105.148.239.144,4.Evening,19,28,2
392,105.148.239.144,5.Night,19,28,2
393,105.148.239.144,1.Early,20,28,2
394,106.44.169.163,3.Afternoon,1,24,2
395,106.44.169.163,5.Night,1,74,4
396,106.44.169.163,3.Afternoon,2,24,2
397,106.44.169.163,5.Night,2,74,4
398,106.44.169.163,3.Afternoon,3,24,2
399,106.44.169.163,5.Night,3,74,4
400,106.44.169.163,2.Morning,4,24,2
401,106.44.169.163,3.Afternoon,4,74,2
402,106.44.169.163,5.Night,4,74,2
403,106.44.169.163,3.Afternoon,5,24,2
404,106.44.169.163,5.Night,5,74,4
405,106.44.169.163,1.Early,6,74,3
406,106.44.169.163,2.Morning,7,74,3
407,106.44.169.163,3.Afternoon,8,24,2
408,106.44.169.163,4.Evening,8,74,2
409,106.44.169.163,5.Night,8,74,2
410,106.44.169.163,3.Afternoon,9,24,2
411,106.44.169.163,5.Night,9,74,4
412,106.44.169.163,3.Afternoon,10,24,2
413,106.44.169.163,4.Evening,10,74,2
414,106.44.169.163,5.Night,10,74,2
415,106.44.169.163,3.Afternoon,11,24,2
416,106.44.169.163,4.Evening,11,74,2
417,106.44.169.163,5.Night,11,74,2
418,106.44.169.163,3.Afternoon,12,24,2
419,106.44.169.163,4.Evening,12,74,2
420,106.44.169.163,5.Night,12,74,2
421,106.44.169.163,1.Early,13,10,2
422,106.44.169.163,1.Early,13,74,1
423,106.44.169.163,1.Early,14,74,2
424,106.44.169.163,2.Morning,15,24,2
425,106.44.169.163,4.Evening,15,74,2
426,106.44.169.163,5.Night,15,74,2
427,106.44.169.163,3.Afternoon,16,24,2
428,106.44.169.163,4.Evening,16,74,2
429,106.44.169.163,5.Night,16,74,2
430,106.44.169.163,3.Afternoon,17,24,2
431,106.44.169.163,4.Evening,17,74,2
432,106.44.169.163,5.Night,17,74,2
433,106.44.169.163,3.Afternoon,18,24,2
434,106.44.169.163,5.Night,18,74,4
435,106.44.169.163,3.Afternoon,19,24,2
436,106.44.169.163,5.Night,19,74,4
437,106.44.169.163,1.Early,20,74,1
438,106.44.169.163,1.Early,20,100,2
439,107.201.148.122,2.Morning,1,44,2
440,107.201.148.122,3.Afternoon,1,74,2
441,107.201.148.122,5.Night,1,74,2
442,107.201.148.122,3.Afternoon,2,44,2
443,107.201.148.122,4.Evening,2,74,2
444,107.201.148.122,5.Night,2,74,2
445,107.201.148.122,3.Afternoon,3,44,2
446,107.201.148.122,3.Afternoon,3,74,2
447,107.201.148.122,5.Night,3,74,2
448,107.201.148.122,2.Morning,4,44,2
449,107.201.148.122,4.Evening,4,74,2
450,107.201.148.122,5.Night,4,74,2
451,107.201.148.122,2.Morning,5,44,2
452,107.201.148.122,4.Evening,5,74,2
453,107.201.148.122,5.Night,5,74,2
454,107.201.148.122,2.Morning,6,23,1
455,107.201.148.122,2.Morning,6,74,1
456,107.201.148.122,1.Early,7,74,2
457,107.201.148.122,1.Early,7,75,2
458,107.201.148.122,2.Morning,8,44,2
459,107.201.148.122,4.Evening,8,74,4
460,107.201.148.122,2.Morning,9,44,2
461,107.201.148.122,4.Evening,9,74,2
462,107.201.148.122,5.Night,9,74,2
463,107.201.148.122,3.Afternoon,10,44,2
464,107.201.148.122,4.Evening,10,74,2
465,107.201.148.122,5.Night,10,74,2
466,107.201.148.122,2.Morning,11,44,2
467,107.201.148.122,3.Afternoon,11,74,2
468,107.201.148.122,4.Evening,11,74,2
469,107.201.148.122,3.Afternoon,12,44,2
470,107.201.148.122,4.Evening,12,74,2
471,107.201.148.122,5.Night,12,74,2
472,107.201.148.122,2.Morning,13,74,3
473,107.201.148.122,1.Early,14,74,3
474,107.201.148.122,2.Morning,15,44,2
475,107.201.148.122,3.Afternoon,15,74,2
476,107.201.148.122,5.Night,15,74,2
477,107.201.148.122,3.Afternoon,16,44,2
478,107.201.148.122,4.Evening,16,74,2
479,107.201.148.122,5.Night,16,74,2
480,107.201.148.122,2.Morning,17,44,2
481,107.201.148.122,3.Afternoon,17,74,2
482,107.201.148.122,5.Night,17,74,2
483,107.201.148.122,2.Morning,18,44,2
484,107.201.148.122,4.Evening,18,74,2
485,107.201.148.122,5.Night,18,74,2
486,107.201.148.122,3.Afternoon,19,44,2
487,107.201.148.122,4.Evening,19,74,2
488,107.201.148.122,5.Night,19,74,2
489,107.201.148.122,1.Early,20,74,3
490,11.105.81.179,2.Morning,1,62,2
491,11.105.81.179,4.Evening,1,43,2
492,11.105.81.179,5.Night,1,43,2
493,11.105.81.179,2.Morning,2,62,2
494,11.105.81.179,3.Afternoon,2,43,2
495,11.105.81.179,5.Night,2,43,2
496,11.105.81.179,3.Afternoon,3,62,2
497,11.105.81.179,4.Evening,3,43,2
498,11.105.81.179,5.Night,3,43,2
499,11.105.81.179,3.Afternoon,4,43,2
500,11.105.81.179,3.Afternoon,4,62,2
501,11.105.81.179,5.Night,4,43,2
502,11.105.81.179,3.Afternoon,5,43,2
503,11.105.81.179,3.Afternoon,5,62,2
504,11.105.81.179,4.Evening,5,43,2
505,11.105.81.179,1.Early,6,43,3
506,11.105.81.179,1.Early,7,43,2
507,11.105.81.179,2.Morning,8,62,2
508,11.105.81.179,3.Afternoon,8,43,2
509,11.105.81.179,5.Night,8,43,2
510,11.105.81.179,3.Afternoon,9,43,2
511,11.105.81.179,3.Afternoon,9,62,2
512,11.105.81.179,4.Evening,9,43,2
513,11.105.81.179,3.Afternoon,10,62,2
514,11.105.81.179,4.Evening,10,43,4
515,11.105.81.179,3.Afternoon,11,62,2
516,11.105.81.179,4.Evening,11,43,2
517,11.105.81.179,5.Night,11,43,2
518,11.105.81.179,3.Afternoon,12,62,2
519,11.105.81.179,4.Evening,12,43,2
520,11.105.81.179,5.Night,12,43,2
521,11.105.81.179,1.Early,13,43,4
522,11.105.81.179,1.Early,14,43,3
523,11.105.81.179,3.Afternoon,15,43,2
524,11.105.81.179,3.Afternoon,15,62,2
525,11.105.81.179,5.Night,15,43,2
526,11.105.81.179,2.Morning,16,62,2
527,11.105.81.179,4.Evening,16,43,4
528,11.105.81.179,3.Afternoon,17,62,2
529,11.105.81.179,4.Evening,17,43,4
530,11.105.81.179,3.Afternoon,18,62,2
531,11.105.81.179,4.Evening,18,43,2
532,11.105.81.179,5.Night,18,43,2
533,11.105.81.179,3.Afternoon,19,62,2
534,11.105.81.179,4.Evening,19,43,4
535,11.105.81.179,1.Early,20,43,4
536,11.173.13.2,3.Afternoon,1,38,2
537,11.173.13.2,3.Afternoon,1,53,2
538,11.173.13.2,5.Night,1,38,2
539,11.173.13.2,2.Morning,2,53,2
540,11.173.13.2,4.Evening,2,38,2
541,11.173.13.2,3.Afternoon,3,53,2
542,11.173.13.2,4.Evening,3,38,2
543,11.173.13.2,5.Night,3,38,2
544,11.173.13.2,3.Afternoon,4,38,2
545,11.173.13.2,3.Afternoon,4,53,2
546,11.173.13.2,3.Afternoon,5,53,2
547,11.173.13.2,4.Evening,5,38,2
548,11.173.13.2,5.Night,5,38,2
549,11.173.13.2,2.Morning,6,36,1
550,11.173.13.2,2.Morning,6,38,1
551,11.173.13.2,2.Morning,7,38,1
552,11.173.13.2,2.Morning,7,43,2
553,11.173.13.2,3.Afternoon,8,53,2
554,11.173.13.2,4.Evening,8,38,2
555,11.173.13.2,5.Night,8,38,2
556,11.173.13.2,3.Afternoon,9,38,2
557,11.173.13.2,3.Afternoon,9,53,2
558,11.173.13.2,5.Night,9,38,2
559,11.173.13.2,3.Afternoon,10,53,2
560,11.173.13.2,4.Evening,10,38,4
561,11.173.13.2,2.Morning,11,53,2
562,11.173.13.2,3.Afternoon,11,38,2
563,11.173.13.2,4.Evening,11,38,2
564,11.173.13.2,2.Morning,12,53,2
565,11.173.13.2,3.Afternoon,12,38,2
566,11.173.13.2,5.Night,12,38,2
567,11.173.13.2,1.Early,13,33,2
568,11.173.13.2,1.Early,13,38,1
569,11.173.13.2,1.Early,13,66,1
570,11.173.13.2,1.Early,14,38,2
571,11.173.13.2,3.Afternoon,15,53,2
572,11.173.13.2,4.Evening,15,38,2
573,11.173.13.2,5.Night,15,38,2
574,11.173.13.2,3.Afternoon,16,53,2
575,11.173.13.2,4.Evening,16,38,2
576,11.173.13.2,5.Night,16,38,2
577,11.173.13.2,2.Morning,17,53,2
578,11.173.13.2,3.Afternoon,17,38,2
579,11.173.13.2,5.Night,17,38,2
580,11.173.13.2,3.Afternoon,18,53,2
581,11.173.13.2,4.Evening,18,38,2
582,11.173.13.2,5.Night,18,38,2
583,11.173.13.2,3.Afternoon,19,53,2
584,11.173.13.2,4.Evening,19,38,2
585,11.173.13.2,5.Night,19,38,2
586,11.173.13.2,1.Early,20,38,2
587,113.167.82.177,3.Afternoon,1,44,2
588,113.167.82.177,4.Evening,1,38,2
589,113.167.82.177,5.Night,1,38,2
590,113.167.82.177,3.Afternoon,2,38,2
591,113.167.82.177,3.Afternoon,2,44,2
592,113.167.82.177,5.Night,2,38,2
593,113.167.82.177,3.Afternoon,3,38,2
594,113.167.82.177,3.Afternoon,3,44,2
595,113.167.82.177,4.Evening,3,38,2
596,113.167.82.177,3.Afternoon,4,44,2
597,113.167.82.177,4.Evening,4,38,2
598,113.167.82.177,5.Night,4,38,2
599,113.167.82.177,3.Afternoon,5,44,2
600,113.167.82.177,4.Evening,5,38,4
601,113.167.82.177,1.Early,6,38,2
602,113.167.82.177,1.Early,6,51,2
603,113.167.82.177,2.Morning,7,38,4
604,113.167.82.177,3.Afternoon,8,44,2
605,113.167.82.177,4.Evening,8,38,2
606,113.167.82.177,5.Night,8,38,2
607,113.167.82.177,2.Morning,9,44,2
608,113.167.82.177,4.Evening,9,38,2
609,113.167.82.177,5.Night,9,38,2
610,113.167.82.177,3.Afternoon,10,44,2
611,113.167.82.177,4.Evening,10,38,4
612,113.167.82.177,3.Afternoon,11,44,2
613,113.167.82.177,4.Evening,11,38,2
614,113.167.82.177,5.Night,11,38,2
615,113.167.82.177,3.Afternoon,12,38,2
616,113.167.82.177,3.Afternoon,12,44,2
617,113.167.82.177,5.Night,12,38,2
618,113.167.82.177,1.Early,13,38,3
619,113.167.82.177,2.Morning,14,27,1
620,113.167.82.177,2.Morning,14,38,3
621,113.167.82.177,3.Afternoon,15,44,2
622,113.167.82.177,4.Evening,15,38,2
623,113.167.82.177,5.Night,15,38,2
624,113.167.82.177,3.Afternoon,16,44,2
625,113.167.82.177,4.Evening,16,38,2
626,113.167.82.177,5.Night,16,38,2
627,113.167.82.177,3.Afternoon,17,44,2
